id,name,plus_code,price_level,rating,types,user_ratings_total,lat,lng,closest_metro,closest_metro_km,Quantity of nearest museum,Quantity of nearest art_gallery,Quantity of nearest shopping_mall,Quantity of nearest places_tourist_attraction,Quantity of nearest same establishment,opportunity_take_away,result,"distance_to_center, km"
ef2611e309b0ef0f768adb7feb30486779350cb4,PitStop Pulkovo,"{'compound_code': 'R84C+C5 Moskovskiy, Saint Petersburg, Russia', 'global_code': '9GFGR84C+C5'}",,4.3,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",359.0,59.80607120000001,30.32038489999999,['Звёздная'],3.4414012665487794,0,1,2,0,9,0,1543.7,14.276549730079601
4efebf9eefa47e947d10251a9505a7d27a0a25e1,Lamantin,"{'compound_code': 'R847+XP Moskovskiy, Saint Petersburg, Russia', 'global_code': '9GFGR847+XP'}",,4.0,"['cafe', 'food', 'point_of_interest', 'establishment']",10.0,59.80749600000001,30.314344,['Звёздная'],3.4834235396774447,0,1,2,0,9,0,40.0,14.127353163697775
eeb2368cd9d14d067ecd0ed01d36cacf057ee3fd,Café Plaza,"{'compound_code': 'R848+G9 Moskovskiy, Saint Petersburg, Russia', 'global_code': '9GFGR848+G9'}",,3.5,"['cafe', 'food', 'point_of_interest', 'establishment']",4.0,59.8062725,30.3159195,['Звёздная'],3.548589012429254,0,1,2,0,9,0,14.0,14.26032160938774
fbd8accc3cc009734a9ddfaa80f41f830ae38e1e,FSC Cafe,"{'compound_code': 'R848+FQ Moskovskiy, Saint Petersburg, Russia', 'global_code': '9GFGR848+FQ'}",,3.9,"['cafe', 'food', 'point_of_interest', 'establishment']",48.0,59.80616,30.3169397,['Звёздная'],3.5291355194888725,0,1,2,0,9,0,187.2,14.27104764416555
cb93645da4959ec7bf6f50d88f3a6d8b7538802c,V Pitere Yest',"{'compound_code': 'R84C+C6 Moskovskiy, Saint Petersburg, Russia', 'global_code': '9GFGR84C+C6'}",,5.0,"['cafe', 'food', 'point_of_interest', 'establishment']",3.0,59.80602189999999,30.3205208,['Звёздная'],3.4426098127742777,0,1,2,0,9,0,15.0,14.281921960093435
9b246e60cbf7da2d9bbb10301bd85a30e14b1c8c,Кафе Fusion,"{'compound_code': 'R84C+76 Moskovskiy, Saint Petersburg, Russia', 'global_code': '9GFGR84C+76'}",,4.4,"['cafe', 'food', 'point_of_interest', 'establishment']",5.0,59.8057444,30.3206186,['Звёздная'],3.467285761668225,0,1,2,0,9,0,22.0,14.312750958685728
2aea9a11664179849214aeca30a59b839cdd7627,Кофейня One love coffee,"{'compound_code': 'R849+42 Moskovskiy, Saint Petersburg, Russia', 'global_code': '9GFGR849+42'}",,4.9,"['cafe', 'food', 'point_of_interest', 'establishment']",59.0,59.805345900000006,30.317516,['Звёздная'],3.590630038824988,0,1,2,0,9,0,289.1,14.360796372870627
10bbc0c76558d897977168e811ca15250e4119e8,Tri Skalki,"{'compound_code': 'R969+53 Shushary, Saint Petersburg, Leningrad Oblast, Russia', 'global_code': '9GFGR969+53'}",,4.4,"['cafe', 'food', 'point_of_interest', 'establishment']",216.0,59.8104312,30.36767939999999,['Купчино'],2.210399004790947,0,0,2,0,5,0,950.4000000000001,13.99993081952346
748ed4266a698ebf2eecd1d62e7e3d106362f9c0,Bistro,"{'compound_code': 'R968+7H Shushary, Saint Petersburg, Leningrad Oblast, Russia', 'global_code': '9GFGR968+7H'}",,4.0,"['cafe', 'food', 'point_of_interest', 'establishment']",2.0,59.81065279999999,30.3664777,['Купчино'],2.2005424323438216,0,0,2,0,5,0,8.0,13.964109910801268
162a744db5ba9d97442906501214d9b793aabac7,COZY LOUNGE,"{'compound_code': 'R966+FM Shushary, Saint Petersburg, Leningrad Oblast, Russia', 'global_code': '9GFGR966+FM'}",,4.2,"['cafe', 'food', 'point_of_interest', 'establishment']",85.0,59.81115990000001,30.3616433,['Купчино'],2.2245228241246755,0,0,1,0,5,0,357.0,13.86516357323686
35cce65ec7d0188dfffc1573ec27d8f23fdd34c9,"Kafe ""Polnyy Privod"". Dostavka Obedov","{'compound_code': ""R5F4+26 Krasnosel'skiy, Saint Petersburg, Russia"", 'global_code': '9GFGR5F4+26'}",1.0,4.7,"['cafe', 'food', 'point_of_interest', 'establishment']",30.0,59.82257999999999,30.15551349999999,['Проспект Ветеранов'],5.798926471637585,0,0,2,0,1,0,141.0,15.625701021596127
4b7c4771973c8bbe13441b86eb494b9c7843fd82,Shaurma,"{'compound_code': 'R78V+V4 Moskovskiy, Saint Petersburg, Russia', 'global_code': '9GFGR78V+V4'}",,4.3,"['cafe', 'food', 'point_of_interest', 'establishment']",68.0,59.81714640000001,30.2928205,['Проспект Ветеранов'],3.5990119194901014,4,0,0,4,4,0,292.4,13.16067338419326
34430c2ca8512646850a5668678e51048a0f5ad6,Bushe,"{'compound_code': 'R899+X2 Moskovskiy, Saint Petersburg, Russia', 'global_code': '9GFGR899+X2'}",2.0,4.1,"['cafe', 'bakery', 'food', 'point_of_interest', 'store', 'establishment']",46.0,59.81994330000001,30.317517100000003,['Звёздная'],2.33072095777154,0,0,9,0,11,0,188.6,12.73518088571461
bdbe1737ab9f572e2f14827d26348c16e9e2b40e,"Vafliyogurt, Set' Kafe","{'compound_code': 'R898+XP Moskovskiy, Saint Petersburg, Russia', 'global_code': '9GFGR898+XP'}",,2.6,"['cafe', 'food', 'point_of_interest', 'establishment']",5.0,59.819955500000006,30.316825099999992,['Звёздная'],2.359982524001836,0,0,9,0,11,0,13.0,12.73506406489447
8d59c7cf171f7ddd2fdb2fe616014926eef0c303,Arte Del Gusto,"{'compound_code': 'R8C8+FM Moskovskiy, Saint Petersburg, Russia', 'global_code': '9GFGR8C8+FM'}",,3.0,"['cafe', 'food', 'point_of_interest', 'establishment']",1.0,59.82118060000001,30.3166283,['Звёздная'],2.2858493845519785,0,0,9,0,12,0,3.0,12.59903276493045
7433a3eba053595bb0c949eb33099dd966dfceba,Coffee Mall,"{'compound_code': 'R898+JW Moskovskiy, Saint Petersburg, Russia', 'global_code': '9GFGR898+JW'}",,4.4,"['cafe', 'food', 'point_of_interest', 'establishment']",11.0,59.819001,30.317336,['Звёздная'],2.4064098011241057,0,0,9,0,10,0,48.400000000000006,12.840424461344805
307335dbb7ef6056318f4c1815216ab496b6f664,Vkusnaya Shaverma,"{'compound_code': 'R8CH+77 Moskovskiy, Saint Petersburg, Russia', 'global_code': '9GFGR8CH+77'}",,4.0,"['cafe', 'food', 'point_of_interest', 'establishment']",2.0,59.82069440000001,30.3282428,['Звёздная'],1.840395613984668,0,0,6,0,17,0,8.0,12.647348754850228
b6814157086465b8c1088b3f24fd1bd70b1a917d,Pekarnya Bukhanka,"{'compound_code': 'R89G+RX Moskovskiy, Saint Petersburg, Russia', 'global_code': '9GFGR89G+RX'}",2.0,4.2,"['cafe', 'bakery', 'food', 'point_of_interest', 'store', 'establishment']",41.0,59.819560900000006,30.3274292,['Звёздная'],1.9665274825347467,0,0,6,0,14,0,172.20000000000002,12.7729382668856
a8ec1930f9c4b846e1f61ecda527339d02c46b2d,Vse Doma,"{'compound_code': 'R89G+J2 Moskovskiy, Saint Petersburg, Russia', 'global_code': '9GFGR89G+J2'}",,5.0,"['cafe', 'bakery', 'food', 'point_of_interest', 'store', 'establishment']",1.0,59.81901600000001,30.325073100000004,['Звёздная'],2.0981482287018856,0,0,7,0,12,0,5.0,12.832606183402476
1fd3f667d97e2481657bf9f41f43a67eefbe7a45,Kafe,"{'compound_code': 'RG86+2V Nevsky District, Saint Petersburg, Russia', 'global_code': '9GFGRG86+2V'}",,3.8,"['cafe', 'food', 'point_of_interest', 'establishment']",55.0,59.8151083,30.5122134,['Рыбацкое'],1.8834175250483225,0,0,0,0,1,0,209.0,16.930245041852896
ffcc002e6952d3e9ca19e182086718851b89f250,Piratkhaus,"{'compound_code': ""R4MX+59 Krasnosel'skiy, Saint Petersburg, Russia"", 'global_code': '9GFGR4MX+59'}",1.0,3.4,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",93.0,59.8329074,30.14838880000001,['Проспект Ветеранов'],5.8699699322840475,0,0,4,2,11,0,316.2,14.985001515323193
d292ff9c8d6c5dbe5f5b0b3703664c15ad2315ac,Shaverma Vkusnaya,"{'compound_code': ""R5HG+MX Krasnosel'skiy, Saint Petersburg, Russia"", 'global_code': '9GFGR5HG+MX'}",2.0,4.1,"['cafe', 'food', 'point_of_interest', 'establishment']",320.0,59.829214500000006,30.177471,['Проспект Ветеранов'],4.386845913250621,0,0,4,1,12,0,1312.0,14.30224518470428
1463614018d1b2e9068528efcf4f2e99175cac91,Mini-Pekarnya,"{'compound_code': ""R5HH+V9 Krasnosel'skiy, Saint Petersburg, Russia"", 'global_code': '9GFGR5HH+V9'}",,3.7,"['cafe', 'food', 'point_of_interest', 'establishment']",3.0,59.8297181,30.1784952,['Проспект Ветеранов'],4.314527404788335,0,0,4,1,12,0,11.100000000000001,14.22332643565342
3af792ec3b41537c55c07e727baba56757a370e9,"Karat, Kafe","{'compound_code': ""R5HF+CJ Krasnosel'skiy, Saint Petersburg, Russia"", 'global_code': '9GFGR5HF+CJ'}",2.0,3.9,"['cafe', 'food', 'point_of_interest', 'establishment']",94.0,59.82859169999999,30.17403409999999,['Проспект Ветеранов'],4.591691824846633,0,0,3,0,10,0,366.59999999999997,14.47027462576625
1423ad51f1efc6c5e8fa5b68b93881df2533c0f4,Vostok,"{'compound_code': ""R5FJ+V3 Krasnosel'skiy, Saint Petersburg, Russia"", 'global_code': '9GFGR5FJ+V3'}",,4.4,"['cafe', 'food', 'point_of_interest', 'establishment']",25.0,59.824732,30.180160200000003,['Проспект Ветеранов'],4.435681875675798,0,0,6,0,8,0,110.00000000000001,14.630042535895964
7e459e8e13a69bc04a2fea3df608fa99cf8df2cf,Dudergofka,"{'compound_code': ""R5JP+RP Krasnosel'skiy, Saint Petersburg, Russia"", 'global_code': '9GFGR5JP+RP'}",,4.3,"['cafe', 'food', 'point_of_interest', 'establishment']",207.0,59.8320155,30.18676899999999,['Проспект Ветеранов'],3.7947838304004575,0,0,10,1,10,0,890.0999999999999,13.749415049324538
86d8499d6daad641b5b06a1fd723131b972a296f,Ploshchadka Dlya Otdykha,"{'compound_code': ""R5JQ+2C Krasnosel'skiy, Saint Petersburg, Russia"", 'global_code': '9GFGR5JQ+2C'}",,5.0,"['cafe', 'food', 'point_of_interest', 'establishment']",2.0,59.830107,30.188541,['Проспект Ветеранов'],3.768516940196783,0,0,10,1,10,0,10.0,13.871405293435924
c7b493a0cacd4d010c0ed5e0b42e524f2714d45e,Vecherniy Piter,"{'compound_code': ""R5JP+M2 Krasnosel'skiy, Saint Petersburg, Russia"", 'global_code': '9GFGR5JP+M2'}",2.0,4.4,"['cafe', 'food', 'point_of_interest', 'establishment']",218.0,59.83165160000001,30.18504110000001,['Проспект Ветеранов'],3.899297971750346,0,0,8,1,10,0,959.2,13.837382506117322
4f0334012c818065d0f018e9ba046ade839615a3,Bread Manor.,"{'compound_code': 'R6M9+9G Kirovskiy, Saint Petersburg, Russia', 'global_code': '9GFGR6M9+9G'}",2.0,4.3,"['cafe', 'bakery', 'food', 'point_of_interest', 'store', 'establishment']",107.0,59.83344429999999,30.2188127,['Проспект Ветеранов'],2.061928627170768,1,0,9,2,9,0,460.09999999999997,12.688451951177372
bcb0e17df6a2f2bf58c14408dd62ef8cec34ed56,Samaya Vkusnaya Shaverma,"{'compound_code': 'R6H4+53 Kirovskiy, Saint Petersburg, Russia', 'global_code': '9GFGR6H4+53'}",,4.2,"['cafe', 'food', 'point_of_interest', 'establishment']",75.0,59.82794690000001,30.2051816,['Проспект Ветеранов'],3.027995953940695,1,0,9,0,7,0,315.0,13.591990611726567
5955afed1dfb186b88f7fca70224b2d9462f63a8,Bakery Volcheka,"{'compound_code': 'R6M2+3V Kirovskiy, Saint Petersburg, Russia', 'global_code': '9GFGR6M2+3V'}",1.0,4.6,"['cafe', 'bakery', 'food', 'point_of_interest', 'store', 'establishment']",590.0,59.83271600000001,30.2022221,['Проспект Ветеранов'],2.948040430048002,1,0,11,1,11,0,2714.0,13.216660436694834
d03ff7adf9e58e0784bf5233b9c3701772ad084a,Stolovaya,"{'compound_code': 'R8G4+5Q Moskovskiy, Saint Petersburg, Russia', 'global_code': '9GFGR8G4+5Q'}",,4.5,"['cafe', 'food', 'point_of_interest', 'establishment']",2.0,59.8254179,30.30695159999999,['Звёздная'],2.5462124702694524,0,0,7,0,3,0,9.0,12.1589097512882
0a7f723e9129ee055b6dbc4821056b6d2b6f6b0d,Khutorok,"{'compound_code': 'R8J7+V2 Moskovskiy, Saint Petersburg, Russia', 'global_code': '9GFGR8J7+V2'}",,4.5,"['cafe', 'food', 'point_of_interest', 'establishment']",2.0,59.8322215,30.3125119,['Звёздная'],2.0838708944090887,0,0,4,0,2,0,9.0,11.381013363062747
5bacd8d40f74e6db61969629b24b9c4644021625,"Polites, Kafe","{'compound_code': 'R8GG+3F Moskovskiy, Saint Petersburg, Russia', 'global_code': '9GFGR8GG+3F'}",2.0,3.0,"['cafe', 'food', 'point_of_interest', 'establishment']",1.0,59.82512800000001,30.326233,['Звёздная'],1.5919691496983783,0,0,7,0,16,0,3.0,12.152033743819043
42d47e8da1b404bd601056582676192e45c590fc,Konditerskaya,"{'compound_code': 'R8HG+3Q Moskovskiy, Saint Petersburg, Russia', 'global_code': '9GFGR8HG+3Q'}",,4.7,"['cafe', 'food', 'point_of_interest', 'establishment']",3.0,59.82774209999999,30.326898,['Звёздная'],1.413147114659982,0,0,3,0,9,0,14.100000000000001,11.861179483099685
00e67701ca52bfee7d4e02bb3ed4909a6ce038d7,Kafeteriy,"{'compound_code': 'R8HG+2Q Moskovskiy, Saint Petersburg, Russia', 'global_code': '9GFGR8HG+2Q'}",,4.5,"['cafe', 'food', 'point_of_interest', 'establishment']",8.0,59.8275581,30.3269048,['Звёздная'],1.4217945710436255,0,0,2,0,8,0,36.0,11.881681837268632
1ef6f5d244957266e09e55b15ef2afa21842147e,Khochu Puri,"{'compound_code': 'R8GG+XQ Moskovskiy, Saint Petersburg, Russia', 'global_code': '9GFGR8GG+XQ'}",,5.0,"['cafe', 'food', 'point_of_interest', 'establishment']",1.0,59.8274066,30.32692089999999,['Звёздная'],1.4285713667966449,0,0,1,0,8,0,5.0,11.898569660258588
df8535e243ec8035671afbb33059f8337327f02c,Kafe Bar,"{'compound_code': 'R8JW+WX Moskovskiy, Saint Petersburg, Russia', 'global_code': '9GFGR8JW+WX'}",,4.2,"['cafe', 'food', 'point_of_interest', 'establishment']",5.0,59.83236199999998,30.347433,['Звёздная'],0.15587339979539208,3,1,21,0,32,0,21.0,11.41841118141771
0c65fd57dbcb83ac6b2be684988746b7d7f53bad,Bushe,"{'compound_code': 'R8MW+4X Moskovskiy, Saint Petersburg, Russia', 'global_code': '9GFGR8MW+4X'}",2.0,4.4,"['cafe', 'bakery', 'food', 'point_of_interest', 'store', 'establishment']",286.0,59.83275039999999,30.347454100000004,['Звёздная'],0.1324036320451638,3,1,21,0,33,0,1258.4,11.375549232394654
a5eba09f36780ecdc8a5a99deafb6ae1b7cdf049,Kafe M 10,"{'compound_code': 'R9G2+Q8 Moskovskiy, Saint Petersburg, Russia', 'global_code': '9GFGR9G2+Q8'}",,4.1,"['cafe', 'food', 'point_of_interest', 'establishment']",26.0,59.8269312,30.35080669999999,['Звёздная'],0.7046941406882279,3,0,12,0,13,0,106.6,12.041494973776775
321a7760e2ef6e38f2856785939525a31f0e3453,Kharchevnya,"{'compound_code': 'R9F4+G7 Moskovskiy, Saint Petersburg, Russia', 'global_code': '9GFGR9F4+G7'}",,4.1,"['cafe', 'food', 'point_of_interest', 'establishment']",7.0,59.8238186,30.35570749999999,['Звёздная'],1.1025682668246328,0,0,4,0,2,0,28.699999999999996,12.421426033838532
c6801140622f30b233d16213c7a27c852212f876,Semeynoye Kafe Tim'yan,"{'compound_code': 'R9J6+PV Moskovskiy, Saint Petersburg, Russia', 'global_code': '9GFGR9J6+PV'}",,4.7,"['cafe', 'food', 'point_of_interest', 'establishment']",36.0,59.83186239999999,30.3622048,['Звёздная'],0.7222088210318579,0,0,11,0,23,0,169.20000000000002,11.595645887993621
d2ade192b9881a00317eb3b6a40e7beadda9343f,Sladkoyezhka,"{'compound_code': 'R9HH+9J Frunzensky District, Saint Petersburg, Russia', 'global_code': '9GFGR9HH+9J'}",2.0,4.7,"['cafe', 'food', 'point_of_interest', 'establishment']",15.0,59.82845369999999,30.37912129999999,['Купчино'],0.2628409374096372,0,0,32,2,18,0,70.5,12.17233665457807
999f035265769b78d694013e53df7397614f3819,Al Petra,"{'compound_code': 'R9HH+J6 Frunzensky District, Saint Petersburg, Russia', 'global_code': '9GFGR9HH+J6'}",1.0,3.8,"['cafe', 'food', 'point_of_interest', 'establishment']",11.0,59.8290652,30.3780936,['Купчино'],0.1767013376296396,0,0,32,2,19,0,41.8,12.09198058115347
a6a9f931a0ca325bb23f50a997e5cff25d3dcc62,Pekarnya Biskotti,"{'compound_code': 'R9HP+JH Frunzensky District, Saint Petersburg, Russia', 'global_code': '9GFGR9HP+JH'}",,5.0,"['cafe', 'food', 'point_of_interest', 'establishment']",1.0,59.8290772,30.3864066,['Купчино'],0.6239393288999423,0,0,36,2,28,0,5.0,12.214659806963253
c33a218270b032982d8d950d1da8dc7db46b54ca,Biskotti,"{'compound_code': 'R9HP+JG Frunzensky District, Saint Petersburg, Russia', 'global_code': '9GFGR9HP+JG'}",,4.5,"['cafe', 'food', 'point_of_interest', 'establishment']",4.0,59.82905880000001,30.386353000000003,['Купчино'],0.6212661273314766,0,0,36,2,28,0,18.0,12.215773588674756
959d7d97e5b6c626dc7e3813cac7ab9fdf4cf29f,Biskotti,"{'compound_code': 'R9JM+3X Frunzensky District, Saint Petersburg, Russia', 'global_code': '9GFGR9JM+3X'}",,4.6,"['cafe', 'food', 'point_of_interest', 'establishment']",5.0,59.830186499999996,30.3849531,['Купчино'],0.5368888331071701,0,0,34,2,27,0,23.0,12.073105803378247
ca3215fb235887f372956ad514889c6b005f535f,Vkusnaya Shaverma,"{'compound_code': 'R9JR+Q2 Frunzensky District, Saint Petersburg, Russia', 'global_code': '9GFGR9JR+Q2'}",2.0,4.2,"['cafe', 'food', 'point_of_interest', 'establishment']",227.0,59.8319076,30.3900842,['Купчино'],0.8538229864368267,0,0,26,2,27,0,953.4000000000001,11.974196199153958
459cffa5b52518a3e08c5548591634451ad87362,shaverma Express,"{'compound_code': 'R9HH+XP Frunzensky District, Saint Petersburg, Russia', 'global_code': '9GFGR9HH+XP'}",,4.3,"['cafe', 'food', 'point_of_interest', 'establishment']",3.0,59.82996329999999,30.3792653,['Купчино'],0.21701246024817986,0,0,34,2,26,0,12.899999999999999,12.011673305392573
a762b6a9cd1c9458c250cb0307fdb8b14c1e0151,"Кофе с собой ""В бигмаркете SPAR""","{'compound_code': 'R9HH+RH Frunzensky District, Saint Petersburg, Russia', 'global_code': '9GFGR9HH+RH'}",,5.0,"['cafe', 'food', 'point_of_interest', 'establishment']",16.0,59.82953240000001,30.3789356,['Купчино'],0.20225143735335205,0,0,34,2,23,0,80.0,12.053410991293832
d09ca2473149fd259cbd41b64cdfe838f1b24e11,Shakhrezada,"{'compound_code': 'R9HH+2H Frunzensky District, Saint Petersburg, Russia', 'global_code': '9GFGR9HH+2H'}",,3.0,"['cafe', 'food', 'point_of_interest', 'establishment']",3.0,59.82750000000001,30.3789999,['Купчино'],0.33393426800487863,0,0,32,2,15,0,9.0,12.273519118069046
318c2152fadb94a15ca1a4309aab91b0d0e3a6c4,Coffee Like,"{'compound_code': 'R9JH+89 Frunzensky District, Saint Petersburg, Russia', 'global_code': '9GFGR9JH+89'}",2.0,5.0,"['cafe', 'food', 'point_of_interest', 'establishment']",7.0,59.83084299999999,30.378443000000008,['Купчино'],0.20122254255039265,0,0,34,2,26,0,35.0,11.905159656694643
5cc42fd7fdd1b863bf215bdcd65b474d620a4b21,Pyshki,"{'compound_code': 'R9HH+P3 Frunzensky District, Saint Petersburg, Russia', 'global_code': '9GFGR9HH+P3'}",,3.7,"['cafe', 'food', 'point_of_interest', 'establishment']",6.0,59.82932989999999,30.3777323,['Купчино'],0.14483922199459456,0,0,32,2,19,0,22.200000000000003,12.058392364930473
f808a481056679e9f9676b17cde55410e98a4c29,Al'-Shark,"{'compound_code': 'R9GH+FQ Frunzensky District, Saint Petersburg, Russia', 'global_code': '9GFGR9GH+FQ'}",,2.4,"['cafe', 'food', 'point_of_interest', 'establishment']",12.0,59.82623239999999,30.3794589,['Купчино'],0.466509948880234,0,0,32,2,14,0,28.799999999999997,12.416714079323475
4b355a62a6f4c3763136fd705d2e504a0c6dfb47,Chito-Gvrito,"{'compound_code': 'R9GH+CR Frunzensky District, Saint Petersburg, Russia', 'global_code': '9GFGR9GH+CR'}",2.0,3.6,"['cafe', 'food', 'point_of_interest', 'establishment']",13.0,59.8260572,30.37961639999999,['Купчино'],0.4878613510274166,0,0,32,2,14,0,46.800000000000004,12.437813485208457
53f8b0319f6dd309a9124b29f6856bf29021caa2,Pirogov Dvorik,"{'compound_code': 'R9GX+W9 Frunzensky District, Saint Petersburg, Russia', 'global_code': '9GFGR9GX+W9'}",2.0,4.6,"['cafe', 'bakery', 'food', 'point_of_interest', 'store', 'establishment']",603.0,59.82729450000001,30.398397,['Купчино'],1.3218616909388738,0,0,4,0,14,0,2773.7999999999997,12.609519645485191
d0ddbf54ebec74accb652680f304cd110614b0f9,Doner Kebab DKC,"{'compound_code': 'R9HX+88 Frunzensky District, Saint Petersburg, Russia', 'global_code': '9GFGR9HX+88'}",,4.6,"['cafe', 'food', 'point_of_interest', 'establishment']",29.0,59.82827440000001,30.39832569999999,['Дунайская'],1.2886829334137484,0,0,5,0,18,0,133.39999999999998,12.505113512015498
fd536adfee4533fcc3feeb4a82226e803c54e55d,Bistro Nomer 1,"{'compound_code': 'RGJ2+XF Nevsky District, Saint Petersburg, Russia', 'global_code': '9GFGRGJ2+XF'}",,3.9,"['cafe', 'food', 'point_of_interest', 'establishment']",7.0,59.832412,30.50117100000001,['Рыбацкое'],0.16851471197266746,0,0,13,2,13,0,27.3,15.050482509696145
