name,price_level,rating,types,user_ratings_total,lat,lng,closest_metro,closest_metro_km,Quantity of nearest museum,Quantity of nearest art_gallery,Quantity of nearest shopping_mall,Quantity of nearest places_tourist_attraction,Quantity of nearest same establishment,opportunity_take_away,"distance_to_center, km",result
Shaverma,,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",15.0,60.0369942,30.320354,['Озерки'],0.06750299894768719,2,4,13,1,32,0,11.454912252050306,64.5
Sushi Market,2.0,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",5.0,60.0379374,30.3212289,['Озерки'],0.0902920782577861,2,4,17,1,35,0,11.559111736536444,20.0
Sytnyy Dvor,,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,60.0366545,30.3208132,['Озерки'],0.0673028908586616,2,4,13,1,32,0,11.416587512880803,10.0
Dodo Pizza,2.0,4.4,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",653.0,60.03678879999999,30.3216178,['Озерки'],0.03955055118494871,2,4,15,1,32,1,11.430837087917514,2873.2000000000003
Трактир RЯDOM,1.0,4.5,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",628.0,60.0396587,30.3325184,['Озерки'],0.6736736648156887,2,4,19,1,42,0,11.758099455744393,2826.0
Koreana Restaurant,2.0,4.6,"['restaurant', 'meal_delivery', 'food', 'point_of_interest', 'establishment']",594.0,60.03408200000001,30.3292721,['Озерки'],0.5499380738264817,0,4,14,2,34,0,11.131414125829885,2732.3999999999996
Tokyo City,2.0,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",2207.0,60.0364435,30.3240526,['Озерки'],0.16069940354379694,2,4,17,2,37,0,11.391290359100513,9710.800000000001
Teremok,2.0,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",236.0,60.03926190000001,30.3237987,['Озерки'],0.26802746448358145,2,4,19,2,38,0,11.705331810887554,1062.0
"Brasserie ""Kriek""",2.0,4.6,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",631.0,60.04023000000001,30.324328,['Озерки'],0.37786101696796215,2,6,19,2,39,0,11.813135352754168,2902.6
Argo,2.0,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",190.0,60.03399169999999,30.329529,['Озерки'],0.5674124896886358,0,4,14,2,34,0,11.121712458151821,873.9999999999999
Кафе Хлеб и Мясо,,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",385.0,60.038521900000006,30.333987199999992,['Озерки'],0.7112135719866198,2,6,19,1,40,0,11.63500040454044,1770.9999999999998
Sushi wok,2.0,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",180.0,60.03833770000001,30.3259293,['Озерки'],0.2791546741473775,2,6,19,0,40,0,11.602597951487974,774.0
"Dining room, Pie Shop",,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",89.0,60.03804119999999,30.3258093,['Озерки'],0.2587941058784929,2,6,19,0,40,0,11.569519170339289,391.6
Klevo,2.0,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",330.0,60.03812339999999,30.32530049999999,['Озерки'],0.2369984616952953,2,6,19,0,40,0,11.578526637760321,1452.0000000000002
Dve palochki,2.0,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",744.0,60.04012729999999,30.324337300000003,['Озерки'],0.3676903945570979,2,6,19,2,39,0,11.80169293994302,2827.2
Mama Roma,2.0,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",1323.0,60.04143539999999,30.3253085,['Озерки'],0.5227694096048908,2,4,17,2,37,0,11.947525168939086,5688.9
2 Palochki,,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,60.0401402,30.324434600000004,['Озерки'],0.3713242256085106,2,6,19,2,39,0,11.80312836762336,1.0
Brasseriya Krik,,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,60.04012729999999,30.324337300000003,['Озерки'],0.3676903945570979,2,6,19,2,39,0,11.80169293994302,10.0
Marchellis,2.0,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",944.0,60.04035340000001,30.324486600000004,['Озерки'],0.3940394589069386,2,6,19,2,39,0,11.82688167598231,4153.6
Ketch Up,,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",1000.0,60.04023040000001,30.3243277,['Озерки'],0.37789470478244186,2,6,19,2,39,0,11.813179928075463,4600.0
Karlovy Pivovary,2.0,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",458.0,60.04023040000001,30.3243277,['Озерки'],0.37789470478244186,2,6,19,2,39,0,11.813179928075463,2061.0
KFC,2.0,2.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",8.0,60.0367103,30.34533900000001,['Озерки'],1.3279844217377623,0,2,3,0,8,0,11.48033661128426,23.2
Peggy o’Neill’s,2.0,4.6,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",439.0,60.03490160000001,30.3445012,['Озерки'],1.3045360842908826,0,0,4,0,6,0,11.275149644816807,2019.3999999999999
KFC,2.0,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",2689.0,60.03720240000001,30.367900800000005,['Проспект Просвещения'],2.523963838904126,0,0,3,2,14,0,11.729293626735798,11562.699999999999
McDonald's,2.0,4.1,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",913.0,60.03373509999999,30.367622,['Озерки'],2.5971091044403463,0,0,2,2,14,1,11.348332672810244,3743.2999999999997
Mr. O,,3.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",23.0,60.03373509999999,30.367622,['Озерки'],2.5971091044403463,0,0,2,2,14,0,11.348332672810244,75.89999999999999
Mister Dranik,,3.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",43.0,60.0337,30.36779599999999,['Озерки'],2.6072777137051184,0,0,2,2,14,0,11.346578986585044,150.5
FAZENDA / Фазенда,3.0,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",642.0,60.0336448,30.3665973,['Озерки'],2.5421441447144457,0,0,2,2,14,0,11.326482114831313,2889.0
Dodo Pizza,2.0,4.4,"['restaurant', 'meal_delivery', 'food', 'point_of_interest', 'establishment']",40.0,60.033378000000006,30.3672299,['Озерки'],2.5816651670760886,0,0,2,2,14,0,11.3048163385226,176.0
КультБар,,4.3,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",108.0,60.036899700000006,30.3644403,['Озерки'],2.391925961186685,0,0,3,2,14,0,11.65777739026619,464.4
KFC,2.0,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",87.0,60.03338839999999,30.3679042,['Озерки'],2.61857360844328,0,0,2,2,14,0,11.31395955551143,356.7
Mybox,2.0,5.0,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",5.0,60.033938600000006,30.3672357,['Озерки'],2.572559551284546,0,0,3,2,14,1,11.365936511364252,25.0
Teremok,2.0,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",47.0,60.0337,30.36775799999999,['Озерки'],2.6051826220909238,0,0,2,2,14,0,11.346126804156114,197.4
Carl's Jr.,2.0,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",188.0,60.0334908,30.3679647,['Озерки'],2.620103734582629,0,0,2,2,14,0,11.325826297014272,808.4
Shakherezada,2.0,2.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",17.0,60.03347580000001,30.367286199999995,['Озерки'],2.583013060300337,0,0,2,2,14,0,11.31612985200762,44.2
Shaverma,,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.0,60.0368307,30.3589811,['Озерки'],2.087780353680079,0,0,2,0,15,0,11.595702114672097,16.0
Sushi wok,2.0,4.2,"['restaurant', 'meal_delivery', 'food', 'point_of_interest', 'establishment']",210.0,60.0338952,30.392999300000003,['Гражданский проспект'],1.4021512585780738,0,0,2,0,5,0,11.748013923363768,882.0
Суши Wok,2.0,4.0,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",132.0,60.0404285,30.3985537,['Гражданский проспект'],1.2558483716743996,0,0,4,2,17,1,12.537204529425544,528.0
BBQ,2.0,4.3,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1185.0,60.03842389999999,30.40815239999999,['Гражданский проспект'],0.6846464705779721,2,2,5,0,16,0,12.516618609823544,5095.5
Vkusnyye Sushi,,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",63.0,60.0395498,30.408057,['Гражданский проспект'],0.7690224208337585,2,2,6,0,14,0,12.631080429993048,252.0
McDonald's,2.0,4.2,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1151.0,60.0389057,30.409864,['Гражданский проспект'],0.6467545279843634,2,2,5,0,16,1,12.602256499041438,4834.2
Ollis Club,2.0,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",75.0,60.03981379999999,30.3959342,['Гражданский проспект'],1.3547549839333684,0,0,2,2,18,0,12.424860054266983,292.5
Evraziya,2.0,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",739.0,60.039532,30.402754,['Гражданский проспект'],1.0035688402419445,0,2,6,0,14,0,12.52287212527269,3103.8
Burger King,2.0,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",1715.0,60.0361299,30.41898570000001,['Гражданский проспект'],0.1553519476825554,2,2,15,2,16,0,12.52254422882188,7031.499999999999
KFC,2.0,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",1703.0,60.0357319,30.4165337,['Гражданский проспект'],0.13433569878410434,2,2,15,0,15,0,12.425108152432507,6982.299999999999
Teremok,2.0,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",20.0,60.0342875,30.418031899999995,['Гражданский проспект'],0.05829419446412081,0,2,13,2,14,0,12.31407622682742,82.0
Evraziya,2.0,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",685.0,60.03453320000001,30.417152500000004,['Гражданский проспект'],0.060534885432903335,0,2,13,2,15,0,12.318157439746562,2945.5
Shaverma,,2.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",8.0,60.0350399,30.42028250000001,['Гражданский проспект'],0.12503148544835024,2,2,15,2,14,0,12.443507465175898,18.4
Master Kebab,2.0,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",442.0,60.03641329999999,30.4177562,['Гражданский проспект'],0.17957743452857955,2,2,15,2,15,0,12.522472656638467,1812.1999999999998
Суши Wok,2.0,4.1,"['restaurant', 'meal_delivery', 'food', 'point_of_interest', 'establishment']",251.0,60.0321694,30.41799139999999,['Гражданский проспект'],0.2942450502873251,0,2,11,2,12,0,12.099890666929076,1029.1
SUSHI like,,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",42.0,60.036770800000006,30.44999750000001,['Девяткино'],1.5143926694941316,0,0,8,0,5,0,13.405558445246765,172.2
Piknik,2.0,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",340.0,60.03204249999999,30.457315,['Девяткино'],2.149135976970819,2,0,6,0,4,0,13.185097955473577,1496.0000000000002
Sushi Mage,2.0,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",134.0,60.0340454,30.454092,['Девяткино'],1.8751665795971688,2,0,6,0,4,0,13.271081920221482,549.4
Суши Wok,2.0,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",24.0,60.03726579999999,30.4492173,['Девяткино'],1.4493660655927718,0,0,8,0,6,0,13.429936577196376,96.0
Twiggy,,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",161.0,60.048642,30.31419900000001,['Проспект Просвещения'],1.0725034682034829,0,0,4,3,14,0,12.763185531131052,724.5
Hookah Village,,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",240.0,60.0441353,30.32259209999999,['Озерки'],0.7815049189843097,2,2,12,2,30,0,12.24867625686313,983.9999999999999
Teremok,2.0,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,60.04661899999999,30.314771,['Озерки'],1.1211244841919743,0,0,4,2,12,0,12.536611303534116,5.0
Teremok,2.0,2.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,60.04665309999999,30.31470989999999,['Озерки'],1.1258483434634703,0,0,4,2,13,0,12.540554417940356,5.0
"Thick Fraer, Beer restaurant",2.0,4.2,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",576.0,60.04432449999999,30.3275212,['Проспект Просвещения'],0.8398393635862863,2,4,11,2,34,0,12.270506618124854,2419.2000000000003
Radio Limerick Irish Pub,,4.6,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",367.0,60.043225,30.333460700000003,['Проспект Просвещения'],0.9137520871558787,2,4,14,1,32,0,12.157210085631137,1688.1999999999998
Dao Shan' Yuan',2.0,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",496.0,60.0423182,30.3329704,['Озерки'],0.8598386740364508,2,4,16,1,30,0,12.055158153109712,2083.2000000000003
Суши ♥ Love,2.0,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",22.0,60.0424505,30.336711600000005,['Проспект Просвещения'],1.024413635614526,2,4,10,1,28,0,12.079912133250161,92.4
Суши Wok,2.0,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",147.0,60.04260110000001,30.3285463,['Озерки'],0.7231977775050694,2,4,18,2,36,0,12.079462491217177,588.0
Veleson,2.0,4.7,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",314.0,60.0420056,30.3288167,['Озерки'],0.6772843805009768,2,4,17,2,37,0,12.01342435133572,1475.8
Evraziya,2.0,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",1156.0,60.0487606,30.3306586,['Проспект Просвещения'],0.3156167818312671,2,2,29,2,38,0,12.768247443051278,4855.2
Tokio Siti,,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",36.0,60.04922459999999,30.3342205,['Проспект Просвещения'],0.25969692203648365,0,4,29,3,40,0,12.826832250329938,154.79999999999998
Banketnyy Zal Vtoroy Etazh,2.0,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",118.0,60.04195110000001,30.3409596,['Проспект Просвещения'],1.1520930996399588,2,2,11,1,15,0,12.040180907078117,542.8
Sushi wok,2.0,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",184.0,60.04678939999999,30.3516382,['Проспект Просвещения'],1.1777644041421171,0,6,6,3,14,0,12.635355930876136,791.1999999999999
Yammpitstsa,2.0,4.2,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",448.0,60.04977370000001,30.34634550000001,['Проспект Просвещения'],0.7856485064181501,0,2,19,3,31,1,12.934255402515554,1881.6000000000001
Yami Yami,,3.8,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",403.0,60.046829,30.342839,['Проспект Просвещения'],0.7645918623958288,0,4,15,3,30,1,12.590227859476114,1531.3999999999999
Dodo Pizza,2.0,4.4,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",298.0,60.048226,30.352555,['Проспект Просвещения'],1.1655405125560967,0,6,6,3,17,1,12.800433244231092,1311.2
Gurman Shaverma Na Uglyakh,,4.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",11.0,60.0492171,30.3458705,['Проспект Просвещения'],0.7772077308170785,0,2,19,3,31,0,12.870033255387323,53.900000000000006
Chiken Khaus1,,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,60.049259,30.3458649,['Проспект Просвещения'],0.7754518040339395,0,2,19,3,31,0,12.874652215290675,5.0
Dream Zone,,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",100.0,60.0474101,30.358904,['Проспект Просвещения'],1.5303190554232664,0,6,2,0,14,0,12.758797849381668,440.00000000000006
Sabatoni,2.0,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",654.0,60.0468534,30.36584310000001,['Проспект Просвещения'],1.9189832959884483,0,5,7,0,13,0,12.761881749050607,3008.3999999999996
KFC Auto,2.0,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",2388.0,60.0450838,30.37572,['Проспект Просвещения'],2.5023184980070683,0,1,6,2,11,0,12.680962656766459,10029.6
"Starfish, Sushi-Magazin",,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",12.0,60.04962399999999,30.36782499999999,['Проспект Просвещения'],1.9709130061543283,0,5,7,0,13,0,13.085575842744175,55.199999999999996
Burger King,2.0,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",1560.0,60.04260589999999,30.387288,['Гражданский проспект'],1.923808110105509,0,1,2,2,14,0,12.576763764411812,6240.0
Piala,2.0,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",436.0,60.041328,30.393774,['Гражданский проспект'],1.537421450219745,0,0,0,2,14,0,12.547004309467688,1918.4
